idx,date,cust_email,cust_location,product_id,product_quantity
124,2020-01-12 17:00:00.0,bra@outlook.com,28852.0,6E3205HMP8HL,4
125,2020-01-12 17:00:00.0,bra@outlook.com,28852.0,SJ90OATQK7KM,4
126,2020-01-12 17:00:00.0,bra@outlook.com,28852.0,PLOZKUFW81A4,1
127,2020-01-13 17:00:00.0,flau@outlook.com,59994.0,ISI8EZ5N9OOJ,1
128,2020-01-14 17:00:00.0,snu@gmail.com,72946.0,RV6UO0P9ES3Y,3
129,2020-01-14 17:00:00.0,snu@gmail.com,72946.0,PB7ENG7I5QQS,1
130,2020-01-14 17:00:00.0,snu@gmail.com,72946.0,MUHKCENLOQ22,2
131,2020-01-14 17:00:00.0,snu@gmail.com,72946.0,2OA6G8XMJ145,1
132,2020-01-14 17:00:00.0,snu@gmail.com,72946.0,6STMPCWFL2GC,4
133,2020-01-14 17:00:00.0,paup@gmail.com,85077.0,NB6PBR2WD13R,2
134,2020-01-14 17:00:00.0,paup@gmail.com,85077.0,LLR9OAGMI9JA,3
135,2020-01-14 17:00:00.0,paup@gmail.com,85077.0,HI9W0JWPN5XW,1
136,2020-01-14 17:00:00.0,paup@gmail.com,85077.0,61ROWY7TITAB,2
137,2020-01-14 17:00:00.0,paup@gmail.com,85077.0,X9BI2H81Z2I0,1
138,2020-01-14 17:00:00.0,clion@aol.com,53949.0,NTRN9ZODA8U7,1
139,2020-01-14 17:00:00.0,clion@aol.com,53949.0,U16MTCWP01XM,4
140,2020-01-14 17:00:00.0,bluect@gmail.com,64863.0,43THXJ3LT0JX,1
141,2020-01-14 17:00:00.0,bluect@gmail.com,64863.0,Z4DNWZD6ZKBM,1
142,2020-01-14 17:00:00.0,bluect@gmail.com,64863.0,XPDRTO8ZRDD2,2
143,2020-01-14 17:00:00.0,shim@aol.com,54871.0,FR9M5YT1BW72,1
144,2020-01-14 17:00:00.0,flio@gmail.com,59994.0,17JYVARRQG0D,1
145,2020-01-14 17:00:00.0,fra@outlook.com,54692.0,TEMDMU6C1Q18,1
146,2020-01-15 17:00:00.0,froi@mail.com,11346.0,KOKU7QGT7JF8,1
147,2020-01-15 17:00:00.0,froi@mail.com,11346.0,JCBUZAVOMUJB,2
148,2020-01-15 17:00:00.0,chei@inbox.com,85077.0,9KCQRBH4EFAS,2
149,2020-01-15 17:00:00.0,struk@yahoo.com,29357.0,Y49VQAXGNDNE,1
150,2020-01-15 17:00:00.0,crua@inbox.com,60596.0,RC43Y4UFAY92,2
151,2020-01-15 17:00:00.0,crua@inbox.com,60596.0,T0HADA42VKU7,2
152,2020-01-15 17:00:00.0,crua@inbox.com,60596.0,AKQETEER8THM,4
153,2020-01-15 17:00:00.0,sla@msn.com,35026.0,S7FV2OREUEDV,3
154,2020-01-15 17:00:00.0,sla@msn.com,35026.0,HLY620W968J7,5
155,2020-01-15 17:00:00.0,sla@msn.com,35026.0,ZJ9WLRHTTWDB,2
156,2020-01-15 17:00:00.0,fry@yahoo.com,42140.0,93NOTBXOUGCF,2
157,2020-01-15 17:00:00.0,fasp@aol.com,54276.0,5SDBKCOEYRHU,5
158,2020-01-15 17:00:00.0,sno@mail.com,2920.0,2DFLL5PJ4TFF,4
159,2020-01-16 17:00:00.0,maod@yahoo.com,30569.0,GQV95XO5TX1C,1
160,2020-01-16 17:00:00.0,maod@yahoo.com,30569.0,PG282OCR9ZYF,2
161,2020-01-16 17:00:00.0,swie@yahoo.com,96112.0,IL8UCTTE6JMF,6
162,2020-01-16 17:00:00.0,swie@yahoo.com,96112.0,GPFAXXQP8T1B,1
163,2020-01-16 17:00:00.0,yy@hotmail.com,98802.0,LBXT5V6VOJ9D,1
164,2020-01-16 17:00:00.0,yy@hotmail.com,98802.0,GFP6DYKPK372,1
165,2020-01-16 17:00:00.0,vaa@aol.com,45121.0,2KG4644FEOH2,2
166,2020-01-16 17:00:00.0,trooct@hotmail.com,88831.0,1AOE26Z4ZQQD,1
167,2020-01-17 17:00:00.0,graa@icloud.com,63145.0,DMX7TS2XDGY5,3
168,2020-01-17 17:00:00.0,graa@icloud.com,63145.0,M9O8FNFP8873,6
169,2020-01-17 17:00:00.0,graa@icloud.com,63145.0,JQFU72B9FBUS,1
170,2020-01-17 17:00:00.0,graa@icloud.com,63145.0,8XM6FTK4DUN6,3
171,2020-01-17 17:00:00.0,striusk@msn.com,24052.0,5LOZA1CBBP30,3
172,2020-01-17 17:00:00.0,gimp@aol.com,23195.0,LKVPZEKLAZQQ,1
173,2020-01-17 17:00:00.0,cliuv@msn.com,94760.0,Q1TWEI8U9QH1,1
174,2020-01-17 17:00:00.0,glu@gmail.com,89147.0,SNXSPOKXE4MY,1
175,2020-01-17 17:00:00.0,glu@gmail.com,89147.0,NZM05U6UETNM,1
176,2020-01-17 17:00:00.0,brae@gmail.com,44488.0,2XSGZVT6O2AJ,2
177,2020-01-17 17:00:00.0,brae@gmail.com,44488.0,6869J34CCDQG,1
178,2020-01-17 17:00:00.0,brae@gmail.com,44488.0,N2RC3V4POTXQ,2
179,2020-01-17 17:00:00.0,fuo@aol.com,36320.0,Y1WGVQI627IS,3
180,2020-01-17 17:00:00.0,fuo@aol.com,36320.0,GWGCEYXESCL8,2
181,2020-01-17 17:00:00.0,troud@yahoo.com,58172.0,2RUG9E2CTXVT,1
182,2020-01-18 17:00:00.0,teoz@outlook.com,12997.0,3NEB5LSCEISA,1
183,2020-01-18 17:00:00.0,teoz@outlook.com,12997.0,LMXSOI4XU6X4,1
184,2020-01-18 17:00:00.0,pli@mail.com,53110.0,XU881J5WXE5D,3
185,2020-01-18 17:00:00.0,gresh@inbox.com,88333.0,VIEYUWWULJ6D,1
186,2020-01-18 17:00:00.0,gresh@inbox.com,88333.0,PC016IXOXJKG,1
187,2020-01-18 17:00:00.0,trea@hotmail.com,45842.0,46KPWB1QZA3N,4
188,2020-01-18 17:00:00.0,trea@hotmail.com,45842.0,UJPMTM81PN8K,1
189,2020-01-18 17:00:00.0,trea@hotmail.com,45842.0,92IJ4QUQ800H,2
190,2020-01-18 17:00:00.0,trea@hotmail.com,45842.0,UUFBH9EHNEQ1,2
191,2020-01-18 17:00:00.0,trea@hotmail.com,45842.0,NYLPME1J8HNV,2
192,2020-01-18 17:00:00.0,nea@gmail.com,34894.0,5Z72VG8NXCXO,3
193,2020-01-18 17:00:00.0,gree@yahoo.com,64531.0,5B5FUFGQAB9E,1
194,2020-01-18 17:00:00.0,gree@yahoo.com,64531.0,RHW1I5QGXP11,2
195,2020-01-18 17:00:00.0,spont@yahoo.com,47140.0,1KAAM6OWX13X,2
196,2020-01-18 17:00:00.0,spont@yahoo.com,47140.0,DOR33ACT0QFI,3
197,2020-01-18 17:00:00.0,bren@live.com,12884.0,KP6DGY18FEZS,1
198,2020-01-18 17:00:00.0,foe@icloud.com,89967.0,IW9J1T8YPRXR,1
199,2020-01-19 17:00:00.0,swoipt@yahoo.com,82075.0,27J0BK5DL4HW,3
200,2020-01-19 17:00:00.0,slui@aol.com,65861.0,0U00ROS8SZT4,1
201,2020-01-19 17:00:00.0,ko@hotmail.com,68444.0,E946RM1FNLER,2
202,2020-01-20 17:00:00.0,trei@hotmail.com,49745.0,WWIJ12FGQNT6,1
203,2020-01-20 17:00:00.0,shoft@yahoo.com,78043.0,32UXR6Z9B4VS,1
204,2020-01-20 17:00:00.0,yei@gmail.com,34512.0,LZPIE7U3OCPB,1
205,2020-01-21 17:00:00.0,sio@live.com,37735.0,VINFQC23PBQH,1
206,2020-01-21 17:00:00.0,kynk@msn.com,36532.0,7QAYSK2TPHOU,1
207,2020-01-22 17:00:00.0,slia@yahoo.com,95748.0,06WVIZ6HSTKC,3
208,2020-01-22 17:00:00.0,slia@yahoo.com,95748.0,IGTX7HNHKAD7,1
209,2020-01-22 17:00:00.0,slia@yahoo.com,95748.0,EQ4C1D4Y6WOV,1
210,2020-01-22 17:00:00.0,bleu@yahoo.com,59653.0,YVQ3SVALZ5IB,3
211,2020-01-22 17:00:00.0,freo@msn.com,92718.0,MFHEORWIAAUI,1
212,2020-01-22 17:00:00.0,je@live.com,74438.0,4YLUQ75VQS7S,5
213,2020-01-22 17:00:00.0,graond@yahoo.com,23694.0,KTXXP24FKK9I,1
214,2020-01-22 17:00:00.0,paunk@outlook.com,29336.0,IVNYO827YOGZ,1
215,2020-01-23 17:00:00.0,freub@aol.com,89261.0,A1X1C7EUDE82,1
216,2020-01-23 17:00:00.0,plaor@outlook.com,65188.0,M1O5UFWDLQUP,2
217,2020-01-23 17:00:00.0,nent@hotmail.com,12574.0,2ORSAYBQH6M0,3
218,2020-01-23 17:00:00.0,floi@aol.com,24395.0,FV2Q1QQHCFSC,1
219,2020-01-24 17:00:00.0,spysp@inbox.com,22136.0,S2R4C7G7FOMB,1
220,2020-01-24 17:00:00.0,spysp@inbox.com,22136.0,8GUA7XBJ0Y0T,1
221,2020-01-24 17:00:00.0,cheat@hotmail.com,81625.0,0420PHNPB0WI,2
222,2020-01-24 17:00:00.0,cheat@hotmail.com,81625.0,J1EX2VEKLQVZ,1
223,2020-01-24 17:00:00.0,luiv@live.com,46278.0,46OM8TUPQ1JO,2
224,2020-01-24 17:00:00.0,fruct@live.com,78050.0,75XPLFTT7VAZ,2
225,2020-01-24 17:00:00.0,vio@aol.com,6995.0,DA5D3P16VA4P,1
226,2020-01-24 17:00:00.0,frait@aol.com,80520.0,7ZLKAAGL45LS,3
227,2020-01-24 17:00:00.0,frait@aol.com,80520.0,LPNNX8E319GR,1
228,2020-01-24 17:00:00.0,yey@live.com,12005.0,3BBQYXF3ML02,1
229,2020-01-24 17:00:00.0,stri@mail.com,86536.0,YDH8ZI5DZTLI,4
230,2020-01-25 17:00:00.0,glio@hotmail.com,37505.0,TBE1JILDR0HQ,1
231,2020-01-25 17:00:00.0,glio@hotmail.com,37505.0,HDAI57VTEO88,2
232,2020-01-25 17:00:00.0,frur@gmail.com,14188.0,T6H5QN1J1BBD,1
233,2020-01-25 17:00:00.0,grou@live.com,40744.0,N20BVJY1F5ET,1
234,2020-01-25 17:00:00.0,ziest@hotmail.com,6760.0,BM31I4H8YNV2,1
235,2020-01-26 17:00:00.0,yoa@aol.com,87614.0,2404Z83VNKUM,3
236,2020-01-26 17:00:00.0,yact@icloud.com,64219.0,9UL4PDCJZS02,2
237,2020-01-26 17:00:00.0,yact@icloud.com,64219.0,SMO8AORDGS9E,1
238,2020-01-26 17:00:00.0,yact@icloud.com,64219.0,6VPKZBYTN7UD,4
239,2020-01-26 17:00:00.0,smiat@hotmail.com,70590.0,MU00D6VQVWIE,2
240,2020-01-26 17:00:00.0,smiat@hotmail.com,70590.0,KQGG7NZSIGUK,3
241,2020-01-26 17:00:00.0,smiat@hotmail.com,70590.0,DHMU8E4QHBAS,1
242,2020-01-26 17:00:00.0,spaud@inbox.com,37505.0,YPAALD2KLBHT,1
243,2020-01-26 17:00:00.0,pei@inbox.com,89967.0,EOIDU42YYX46,2
244,2020-01-26 17:00:00.0,pei@inbox.com,89967.0,4YZ4Q16ZFO41,2
245,2020-01-27 17:00:00.0,triept@hotmail.com,14384.0,X1HNK5CG4FYU,1
246,2020-01-27 17:00:00.0,ty@hotmail.com,35589.0,32MRLA6N7HQ8,1
247,2020-01-27 17:00:00.0,beoh@aol.com,86413.0,319D5I0XQKWU,1
248,2020-01-27 17:00:00.0,clu@hotmail.com,68444.0,8CBUZGDIUCUJ,2
249,2020-01-28 17:00:00.0,waig@yahoo.com,92884.0,TLBW98N0L58J,2
250,2020-01-28 17:00:00.0,waig@yahoo.com,92884.0,O386I2UMI6V7,1
251,2020-01-28 17:00:00.0,dyf@aol.com,80431.0,AAZ83HGOMY14,1
252,2020-01-28 17:00:00.0,dyf@aol.com,80431.0,RCZ3QIBFFDMN,1
253,2020-01-28 17:00:00.0,frie@gmail.com,20745.0,ORYFTBX869DS,2
254,2020-01-28 17:00:00.0,gyd@hotmail.com,2920.0,2XXF1G4NM305,2
255,2020-01-28 17:00:00.0,gyd@hotmail.com,2920.0,O8NN4WIZTQ50,2
256,2020-01-29 17:00:00.0,dymp@aol.com,13697.0,VB8VL7IOFNWP,1
257,2020-01-29 17:00:00.0,hup@hotmail.com,37735.0,65SEHJH4QRTD,1
258,2020-01-29 17:00:00.0,dy@inbox.com,81694.0,AUED3IK95Z9D,3
259,2020-01-29 17:00:00.0,pru@icloud.com,72946.0,T1W4ZCUZIAST,4
260,2020-01-29 17:00:00.0,zon@aol.com,76933.0,R5V9EC4H78LL,2
261,2020-01-29 17:00:00.0,zon@aol.com,76933.0,VSYQHBKZC6DJ,3
262,2020-01-30 17:00:00.0,blu@outlook.com,17524.0,48C4WZKFF931,1
263,2020-01-30 17:00:00.0,blu@outlook.com,17524.0,S1FFM7S8EV4Z,3
264,2020-01-30 17:00:00.0,ha@hotmail.com,23195.0,CBEONND2DREG,1
265,2020-01-30 17:00:00.0,ha@hotmail.com,23195.0,S09YFJLDX9BW,1
266,2020-01-30 17:00:00.0,shoe@msn.com,88831.0,5HV09J81NYMR,6
267,2020-01-30 17:00:00.0,shoe@msn.com,88831.0,1ZVR3WKI5H6F,1
268,2020-01-30 17:00:00.0,shoe@msn.com,88831.0,TP8VZLV47UNO,1
269,2020-01-30 17:00:00.0,shoe@msn.com,88831.0,XRIAOID2OZLB,1
270,2020-01-30 17:00:00.0,rict@msn.com,47140.0,X0ZEP1Z4URCS,1
271,2020-01-30 17:00:00.0,mush@aol.com,55819.0,5E2IXWY3QS5P,1
272,2020-01-30 17:00:00.0,mush@aol.com,55819.0,320OF6O3F4LW,2
273,2020-01-30 17:00:00.0,mush@aol.com,55819.0,F8D5OWDEKHTC,1
274,2020-01-30 17:00:00.0,ho@gmail.com,47590.0,Z7NBJL8YGY2J,1
275,2020-01-31 17:00:00.0,star@hotmail.com,71966.0,XZ80XBTU0YQO,2
276,2020-01-31 17:00:00.0,star@hotmail.com,71966.0,FSPU1ZJ101UR,1
277,2020-01-31 17:00:00.0,star@hotmail.com,71966.0,EZELU6SNJZU1,1
278,2020-01-31 17:00:00.0,star@hotmail.com,71966.0,GOJYCV4HOP2O,1
279,2020-01-31 17:00:00.0,drem@aol.com,14054.0,PCDZ7TGKUKMO,1
280,2020-01-31 17:00:00.0,drem@aol.com,14054.0,25L3Q54P22AI,1
281,2020-01-31 17:00:00.0,foit@outlook.com,62294.0,5Q2B76ECVQYU,1
282,2020-01-31 17:00:00.0,drua@gmail.com,85077.0,APUV164NIF3I,1
283,2020-01-31 17:00:00.0,fruct@live.com,78050.0,VHCU1SA4T3P3,1
284,2020-01-31 17:00:00.0,smoem@aol.com,59203.0,WYY9U25BGYHR,1
285,2020-01-31 17:00:00.0,ba@hotmail.com,80520.0,75P3NF7XD4ZO,2
286,2020-01-31 17:00:00.0,druo@hotmail.com,21471.0,XXJV21872INC,1
287,2020-01-31 17:00:00.0,druo@hotmail.com,21471.0,8WGAFU10WYB8,1
288,2020-02-01 17:00:00.0,spu@gmail.com,85314.0,6RCE9NSZPJ5V,2
289,2020-02-01 17:00:00.0,fe@aol.com,66173.0,56EMZ5VUQ5BA,2
290,2020-02-01 17:00:00.0,slui@gmail.com,61504.0,8J3IK7A81JDT,1
291,2020-02-01 17:00:00.0,slui@gmail.com,61504.0,VLMY6QMG8SW7,1
292,2020-02-01 17:00:00.0,lisk@gmail.com,82075.0,8IXA50Y9B1E7,4
293,2020-02-01 17:00:00.0,lisk@gmail.com,82075.0,BQGM3EED7MOH,1
294,2020-02-01 17:00:00.0,lisk@gmail.com,82075.0,5WH0UGBTRWFC,1
295,2020-02-01 17:00:00.0,lisk@gmail.com,82075.0,2UM4WYM10TMY,2
296,2020-02-02 17:00:00.0,goun@gmail.com,57236.0,VJAA50O65M6F,1
297,2020-02-02 17:00:00.0,yaur@inbox.com,92858.0,Y67JKVAI2UKV,1
298,2020-02-02 17:00:00.0,yaur@inbox.com,92858.0,FXZY3ZUVHGXH,1
299,2020-02-03 17:00:00.0,jeond@gmail.com,66305.0,R4B4WTXV7T0Y,2
300,2020-02-03 17:00:00.0,boi@hotmail.com,97846.0,Z2I6PD4KQDZU,1
301,2020-02-03 17:00:00.0,boi@hotmail.com,97846.0,IXRBU4BPZOF7,2
302,2020-02-03 17:00:00.0,smail@gmail.com,79116.0,S8OFJS2JUV20,1
303,2020-02-03 17:00:00.0,smail@gmail.com,79116.0,Z8M9KAHUWGAL,2
304,2020-02-04 17:00:00.0,tre@outlook.com,66295.0,CYV08FVO1ZI7,4
