date,cust_email,cust_location,product_id,product_quantity
2020-01-03,breasp@gmail.com,88630,TVY7T30RV0WC,1
2020-01-03,crui@inbox.com,21892,ROYGQS6CMZ59,1
2020-01-03,crui@inbox.com,21892,SKJ6PZQWJ4XJ,2
2020-01-03,crui@inbox.com,21892,9LTKZQ9R4W4M,1
2020-01-03,shuiv@msn.com,80104,IIHYY1K2AQPB,1
2020-01-03,stash@yahoo.com,87614,9K9GDE2SSTH2,1
2020-01-03,stash@yahoo.com,87614,ADHVABT77PCN,1
2020-01-03,stash@yahoo.com,87614,C56K0UW2LW8C,1
2020-01-03,stash@yahoo.com,87614,FTNSYSDXXA8Y,1
2020-01-03,stash@yahoo.com,87614,92GH6NADXS9I,1
2020-01-03,swuonk@yahoo.com,67892,WOE51YMP95VI,1
2020-01-03,pli@icloud.com,78471,SWKTAK20G8IA,1
2020-01-03,freuw@hotmail.com,87204,H5CTLIA6VF3O,2
2020-01-03,freuw@hotmail.com,87204,6E3205HMP8HL,3
2020-01-03,freuw@hotmail.com,87204,SJ90OATQK7KM,4
2020-01-03,roay@yahoo.com,88831,PLOZKUFW81A4,1
2020-01-03,ye@gmail.com,10717,2QCL9TY4VSJR,1
2020-01-03,ye@gmail.com,10717,ISI8EZ5N9OOJ,2
2020-01-03,ye@gmail.com,10717,LQG4ZNBU7X9V,3
2020-01-03,ye@gmail.com,10717,EE4T8XB6S0WW,3
2020-01-03,ye@gmail.com,10717,B3HKDCWAJHWM,1
2020-01-03,feu@yahoo.com,59653,LQDBPI2TAW08,1
2020-01-03,feu@yahoo.com,59653,EQJKEUWBCHHU,1
2020-01-03,feu@yahoo.com,59653,13I0I5DW54BH,2
2020-01-04,sae@gmail.com,90244,TEMDMU6C1Q18,1
2020-01-04,sae@gmail.com,90244,53M5WALYZZ10,1
2020-01-04,dry@msn.com,12997,7KCMDI96AQ8W,1
2020-01-04,dry@msn.com,12997,13PT8L2W0LE6,2
2020-01-04,dry@msn.com,12997,A5LF48U7BXJD,5
2020-01-04,skupt@aol.com,66173,A0WNKXH9YVKX,1
2020-01-04,wial@msn.com,53110,NRA1882WQ1DN,4
2020-01-04,brai@gmail.com,54104,QTY4VA7IB3TW,2
2020-01-04,brai@gmail.com,54104,40MKEC2G6N1T,1
2020-01-04,vo@icloud.com,12032,KOKU7QGT7JF8,4
2020-01-04,vo@icloud.com,12032,JCBUZAVOMUJB,2
2020-01-04,suo@hotmail.com,71980,9KCQRBH4EFAS,2
2020-01-04,crei@msn.com,44771,Y49VQAXGNDNE,5
2020-01-04,straoy@gmail.com,48460,RC43Y4UFAY92,2
2020-01-04,weh@gmail.com,48898,T0HADA42VKU7,4
2020-01-04,weh@gmail.com,48898,AKQETEER8THM,2
2020-01-04,buor@icloud.com,80104,S7FV2OREUEDV,3
2020-01-04,buor@icloud.com,80104,HLY620W968J7,1
2020-01-04,luar@outlook.com,36918,ZJ9WLRHTTWDB,1
2020-01-04,fleaf@yahoo.com,58196,93NOTBXOUGCF,1
2020-01-04,fleaf@yahoo.com,58196,5SDBKCOEYRHU,3
2020-01-04,fleaf@yahoo.com,58196,2DFLL5PJ4TFF,4
2020-01-04,fleaf@yahoo.com,58196,NQKX3BEI6R9A,4
2020-01-04,prua@msn.com,69752,2RNMG5EEW1Y4,1
2020-01-04,prua@msn.com,69752,5VO2V3R8Y3PI,1
2020-01-04,prua@msn.com,69752,4EHS8LGTM75U,1
2020-01-04,prua@msn.com,69752,4FZ1CF8V8RJE,1
2020-01-04,prua@msn.com,69752,GQV95XO5TX1C,1
2020-01-04,prua@msn.com,69752,PG282OCR9ZYF,4
2020-01-04,prua@msn.com,69752,IL8UCTTE6JMF,1
2020-01-04,jych@yahoo.com,90244,GPFAXXQP8T1B,5
2020-01-04,jych@yahoo.com,90244,LBXT5V6VOJ9D,5
2020-01-04,neav@gmail.com,65188,GFP6DYKPK372,2
2020-01-04,neav@gmail.com,65188,2KG4644FEOH2,3
2020-01-04,ve@aol.com,89822,1AOE26Z4ZQQD,1
2020-01-04,ve@aol.com,89822,GKY7TDLI5PZ3,1
2020-01-04,ve@aol.com,89822,AEH3IYX5S1NN,1
2020-01-04,ve@aol.com,89822,WCN8BNY8O1AD,3
2020-01-04,ve@aol.com,89822,STW62RSK7ZRI,1
2020-01-04,papt@icloud.com,27707,2KZ79XWO1CR4,2
2020-01-04,papt@icloud.com,27707,PGFJ8P0V9M3N,1
2020-01-05,cluoss@hotmail.com,16733,Y1WGVQI627IS,1
2020-01-05,cluoss@hotmail.com,16733,GWGCEYXESCL8,3
2020-01-05,cluoss@hotmail.com,16733,2RUG9E2CTXVT,1
2020-01-05,swamp@inbox.com,53709,R84NQ88YJK4W,1
2020-01-05,swamp@inbox.com,53709,JZQUTNVE3ZI0,1
2020-01-05,swamp@inbox.com,53709,G1QCC3QTLMMS,1
2020-01-05,swamp@inbox.com,53709,YPCO4PLDMIPD,2
2020-01-05,grysk@yahoo.com,02920,C9KX72UD6BUH,2
2020-01-05,grysk@yahoo.com,02920,D0S9YDEHPT89,1
2020-01-05,troin@aol.com,64219,39BTGVQEOREL,2
2020-01-05,yuoh@yahoo.com,71980,A0N5J0D5QYRR,2
2020-01-05,yuoh@yahoo.com,71980,4QT58D1K85OE,4
2020-01-05,yuoh@yahoo.com,71980,3NEB5LSCEISA,3
2020-01-05,de@gmail.com,21408,LMXSOI4XU6X4,5
2020-01-05,de@gmail.com,21408,XU881J5WXE5D,2
2020-01-05,de@gmail.com,21408,VIEYUWWULJ6D,2
2020-01-05,prieng@msn.com,80079,PC016IXOXJKG,5
2020-01-05,goew@outlook.com,82075,46KPWB1QZA3N,4
2020-01-05,goew@outlook.com,82075,UJPMTM81PN8K,1
2020-01-05,goew@outlook.com,82075,92IJ4QUQ800H,1
2020-01-05,jia@yahoo.com,03026,UUFBH9EHNEQ1,2
2020-01-05,jia@yahoo.com,03026,NYLPME1J8HNV,2
2020-01-05,chiu@gmail.com,85314,5Z72VG8NXCXO,1
2020-01-05,chiu@gmail.com,85314,5B5FUFGQAB9E,2
2020-01-05,chiu@gmail.com,85314,RHW1I5QGXP11,1
2020-01-05,spuop@gmail.com,24004,1KAAM6OWX13X,1
2020-01-05,spuop@gmail.com,24004,DOR33ACT0QFI,1
2020-01-05,spuop@gmail.com,24004,KP6DGY18FEZS,2
2020-01-05,spuop@gmail.com,24004,IW9J1T8YPRXR,6
2020-01-05,spuop@gmail.com,24004,UKYKWS91QC19,1
2020-01-05,lia@hotmail.com,62395,5MZYJCEGEAQA,1
2020-01-05,fisk@yahoo.com,14054,3ZPBQRO6X348,1
2020-01-05,fisk@yahoo.com,14054,27J0BK5DL4HW,2
2020-01-05,deih@msn.com,93603,0U00ROS8SZT4,1
2020-01-05,deih@msn.com,93603,E946RM1FNLER,3
2020-01-05,deih@msn.com,93603,SMNGMK4HDA67,1
2020-01-06,yaa@mail.com,20487,MFHEORWIAAUI,4
2020-01-06,yaa@mail.com,20487,4YLUQ75VQS7S,3
2020-01-06,yaa@mail.com,20487,KTXXP24FKK9I,1
2020-01-06,yaa@mail.com,20487,IVNYO827YOGZ,2
2020-01-06,yaa@mail.com,20487,IIUGYSHF5OJT,2
2020-01-06,yoek@msn.com,13697,90LX7JSAW2ZH,5
2020-01-06,skeu@gmail.com,95748,953BH8LIMLCY,1
2020-01-06,juss@outlook.com,24337,A0ILRWH6VBIU,2
2020-01-06,juss@outlook.com,24337,A1X1C7EUDE82,2
2020-01-06,juss@outlook.com,24337,M1O5UFWDLQUP,1
2020-01-06,streu@yahoo.com,62994,2ORSAYBQH6M0,1
2020-01-06,streu@yahoo.com,62994,FV2Q1QQHCFSC,1
2020-01-06,streu@yahoo.com,62994,IBDNEPOLLYB9,1
2020-01-06,stroa@gmail.com,48266,MAB86MA1S5T3,3
2020-01-06,boat@hotmail.com,81046,AKZD42PZZL1X,1
2020-01-06,boat@hotmail.com,81046,FPX5JYOPBFCA,1
2020-01-06,boat@hotmail.com,81046,31JBXPYKMA9G,4
2020-01-06,boat@hotmail.com,81046,KLK809SDLK8Z,1
2020-01-06,boat@hotmail.com,81046,ZCVH7WU7KGRQ,2
2020-01-06,boat@hotmail.com,81046,AN1LQEJ638SH,2
2020-01-06,bry@msn.com,47140,S2R4C7G7FOMB,2
2020-01-06,bry@msn.com,47140,8GUA7XBJ0Y0T,3
2020-01-06,bry@msn.com,47140,0420PHNPB0WI,1
2020-01-06,bry@msn.com,47140,J1EX2VEKLQVZ,2
2020-01-06,sto@gmail.com,20837,46OM8TUPQ1JO,2
2020-01-06,ryv@yahoo.com,83668,75XPLFTT7VAZ,3
2020-01-06,ryv@yahoo.com,83668,DA5D3P16VA4P,1
2020-01-06,ryv@yahoo.com,83668,7ZLKAAGL45LS,1
2020-01-06,zu@gmail.com,67094,LPNNX8E319GR,1
2020-01-06,zu@gmail.com,67094,3BBQYXF3ML02,1
2020-01-06,zu@gmail.com,67094,YDH8ZI5DZTLI,1
2020-01-06,snu@yahoo.com,78512,GLEAPTSU3NOV,1
2020-01-06,snu@yahoo.com,78512,67512KF0JXY3,1
2020-01-06,snesp@gmail.com,01856,FV465MDQJ5OX,3
2020-01-06,voav@gmail.com,08855,GO2A5062W921,1
2020-01-06,gleub@gmail.com,86413,TBE1JILDR0HQ,2
2020-01-06,gleub@gmail.com,86413,HDAI57VTEO88,1
2020-01-06,fy@msn.com,32081,T6H5QN1J1BBD,1
2020-01-06,skea@aol.com,72094,N20BVJY1F5ET,2
2020-01-06,skea@aol.com,72094,BM31I4H8YNV2,1
2020-01-06,skea@aol.com,72094,4TPZUR9I3YHO,1
2020-01-06,skea@aol.com,72094,FCFAEPNNQZKJ,1
2020-01-06,skea@aol.com,72094,P1ZKE8LW230W,1
2020-01-06,chep@msn.com,32547,4H4JKMFHW6V7,1
2020-01-06,chep@msn.com,32547,QBHGBF8963J6,1
2020-01-06,wa@inbox.com,77999,2404Z83VNKUM,1
2020-01-07,veost@yahoo.com,62680,WZE1GMTEROYN,1
2020-01-07,veost@yahoo.com,62680,SLGIBXWHBMRU,3
2020-01-07,shuond@aol.com,20487,X1HNK5CG4FYU,1
2020-01-07,shuond@aol.com,20487,32MRLA6N7HQ8,5
2020-01-07,chuop@hotmail.com,72117,319D5I0XQKWU,1
2020-01-07,smaask@mail.com,14684,8CBUZGDIUCUJ,1
2020-01-07,smaask@mail.com,14684,ROB9BAOCNJST,1
2020-01-07,smaask@mail.com,14684,4IFD3Q1XMYSZ,2
2020-01-07,smaask@mail.com,14684,SVKG1TNI92H4,1
2020-01-07,smaask@mail.com,14684,A4RW99UMJJZW,1
2020-01-07,smaask@mail.com,14684,TLBW98N0L58J,1
2020-01-07,snia@msn.com,09807,O386I2UMI6V7,1
2020-01-07,snia@msn.com,09807,AAZ83HGOMY14,1
2020-01-07,clam@outlook.com,69304,RCZ3QIBFFDMN,2
2020-01-07,foi@yahoo.com,12032,ORYFTBX869DS,3
2020-01-07,foi@yahoo.com,12032,2XXF1G4NM305,1
2020-01-07,lao@yahoo.com,53561,O8NN4WIZTQ50,2
2020-01-07,lao@yahoo.com,53561,MJ0CKX6NWYH3,2
2020-01-07,louy@outlook.com,47958,XSK98O2QB9Q0,2
2020-01-07,lah@aol.com,86536,7WGONZ7MQZSW,2
2020-01-07,lah@aol.com,86536,58XUQYJ3UWDB,2
2020-01-07,lah@aol.com,86536,YW8FW79VTX82,1
2020-01-07,groeb@yahoo.com,24004,VB8VL7IOFNWP,1
2020-01-08,dri@yahoo.com,10717,CBEONND2DREG,2
2020-01-08,dri@yahoo.com,10717,S09YFJLDX9BW,1
2020-01-08,dri@yahoo.com,10717,5HV09J81NYMR,1
2020-01-08,truest@outlook.com,04887,1ZVR3WKI5H6F,1
2020-01-08,preass@outlook.com,79836,TP8VZLV47UNO,1
2020-01-08,strooct@hotmail.com,27707,XRIAOID2OZLB,2
2020-01-08,zuh@hotmail.com,59203,X0ZEP1Z4URCS,1
2020-01-08,zuh@hotmail.com,59203,5E2IXWY3QS5P,1
2020-01-08,zuh@hotmail.com,59203,320OF6O3F4LW,1
2020-01-08,hou@live.com,35391,F8D5OWDEKHTC,2
2020-01-08,hou@live.com,35391,Z7NBJL8YGY2J,1
2020-01-08,jusp@gmail.com,22136,C6FZOA071JXF,1
2020-01-08,jusp@gmail.com,22136,YMR50OZTVUS5,1
2020-01-08,jusp@gmail.com,22136,CYVWFXI6RGEU,3
2020-01-08,jusp@gmail.com,22136,AX347H0ZQODS,3
2020-01-08,pash@msn.com,62294,0EPAJSQA0YWU,1
2020-01-08,pash@msn.com,62294,976UTNCPVD7F,2
2020-01-08,pash@msn.com,62294,2XH7B8VHHCHC,3
2020-01-08,nae@gmail.com,91307,FAO0SR9XY19R,2
2020-01-08,geomp@aol.com,26964,XZ80XBTU0YQO,1
2020-01-08,geomp@aol.com,26964,FSPU1ZJ101UR,4
2020-01-08,geomp@aol.com,26964,EZELU6SNJZU1,2
2020-01-08,geomp@aol.com,26964,GOJYCV4HOP2O,3
2020-01-08,stamp@yahoo.com,27225,PCDZ7TGKUKMO,1
2020-01-08,smoo@yahoo.com,63145,25L3Q54P22AI,1
2020-01-08,shiank@hotmail.com,64097,5Q2B76ECVQYU,2
2020-01-08,shiank@hotmail.com,64097,APUV164NIF3I,2
2020-01-09,vauft@yahoo.com,70976,2UM4WYM10TMY,1
2020-01-09,trie@icloud.com,84146,0Z14GX40DVWU,1
2020-01-09,fria@aol.com,46927,6PTLR8V7H5YV,2
2020-01-09,fria@aol.com,46927,VJAA50O65M6F,2
2020-01-09,blyg@inbox.com,64409,Y67JKVAI2UKV,2
2020-01-09,clie@outlook.com,64341,FXZY3ZUVHGXH,2
2020-01-09,clie@outlook.com,64341,RJOQSUNOLOYV,1
2020-01-09,traip@outlook.com,81352,EHCQRT02PF1V,1
2020-01-09,traip@outlook.com,81352,MH1ZAVDX0I2H,1
2020-01-09,zor@gmail.com,30569,R4B4WTXV7T0Y,1
2020-01-09,zor@gmail.com,30569,Z2I6PD4KQDZU,1
2020-01-09,choand@inbox.com,43839,IXRBU4BPZOF7,1
2020-01-09,bu@gmail.com,35026,S8OFJS2JUV20,2
2020-01-09,bu@gmail.com,35026,Z8M9KAHUWGAL,1
2020-01-09,bu@gmail.com,35026,MQI3RBJM1LFY,1
2020-01-09,grae@msn.com,64341,SFEPNA15XTJL,3
2020-01-09,dio@icloud.com,67783,GSXZZ9AC9X2E,4
2020-01-09,dio@icloud.com,67783,5WDKFFZUO25M,2
2020-01-09,snych@gmail.com,48318,N1B39YIWS8YF,3
2020-01-09,snych@gmail.com,48318,K6X7S78M83JQ,1
2020-01-09,slia@outlook.com,99498,K62BSVYDIHT9,3
2020-01-09,dror@yahoo.com,56819,4LRQU0HCM9WD,1
2020-01-09,dror@yahoo.com,56819,CYV08FVO1ZI7,2
2020-01-09,dror@yahoo.com,56819,BK60PG6T74JJ,2
2020-01-09,cha@icloud.com,48997,45R87X6VSW0O,4
2020-01-09,no@aol.com,23419,TQA96LWVXJO4,1
2020-01-10,stresk@hotmail.com,35973,CU2ZH1Z6RF8P,3
2020-01-10,tuay@gmail.com,86413,YF857MVEJN8D,2
2020-01-10,tuay@gmail.com,86413,1XF0ERLOOZFZ,1
2020-01-10,bley@msn.com,85920,19C51Z1NBVJG,1
2020-01-10,doov@icloud.com,27341,LGKE4NMUGGRX,1
2020-01-10,doov@icloud.com,27341,1W1ILIGZJSU9,1
2020-01-10,doov@icloud.com,27341,X84JNYSIO9A2,1
2020-01-10,doov@icloud.com,27341,JBBG7Z5VSNTZ,1
2020-01-10,clask@msn.com,72039,G3O3EPAPPFTF,1
2020-01-10,fiv@hotmail.com,42135,F4RXA7P6R127,1
2020-01-10,smio@hotmail.com,82966,2B782M5RDFLM,1
2020-01-10,smio@hotmail.com,82966,38S2F912S39B,2
2020-01-10,smio@hotmail.com,82966,QYJ9Q07HUUL0,1
2020-01-10,smio@hotmail.com,82966,1VBK1WE1ZON9,1
2020-01-10,smio@hotmail.com,82966,FJTBNRH06RH0,1
2020-01-10,smio@hotmail.com,82966,081QCW5PIUL3,1
2020-01-10,praf@yahoo.com,21471,PB67O6SUF0S1,1
2020-01-10,lea@inbox.com,35008,FPAFD7W34SCX,1
2020-01-10,yoig@yahoo.com,68976,NCS42OYKU5HG,1
2020-01-10,traa@msn.com,68215,Q13H082XSAU4,2
2020-01-10,hee@gmail.com,18825,1X9KUYYVCFLT,4
2020-01-10,hee@gmail.com,18825,I3MLEYH42E8V,2
2020-01-10,flaesp@aol.com,79116,RUZ45GOYHYMJ,2
2020-01-10,goo@live.com,36435,TGUYHK6ZC6IS,1
2020-01-10,goo@live.com,36435,LAHML6WF06EN,1
2020-01-10,goo@live.com,36435,CV40CRMPKYF4,4
2020-01-10,goo@live.com,36435,O3KT6WDVDX1B,1
2020-01-10,fy@yahoo.com,27225,VLSI56NQDZTA,1
2020-01-10,beu@live.com,01197,5Y05XKJF1UBF,2
2020-01-10,beu@live.com,01197,ZLFV0BJLO2SU,1
2020-01-10,beu@live.com,01197,XXB1KX8AHS94,1
2020-01-10,beu@live.com,01197,IB42LZLM48UV,1
2020-01-10,blaasp@yahoo.com,70976,AHO0AQ6K4YQ1,2
2020-01-10,blaasp@yahoo.com,70976,74ZSX6U7LD4V,1
2020-01-10,blaasp@yahoo.com,70976,9N73OSHAK6I0,1
2020-01-10,blaasp@yahoo.com,70976,GWPEXORY5SNP,1
2020-01-10,blaasp@yahoo.com,70976,ONKANANNCT86,1
2020-01-10,tych@aol.com,92858,VZ2NA54W66RU,1
2020-01-10,tych@aol.com,92858,0N6IRZJWTPSP,1
2020-01-10,tych@aol.com,92858,NKJZ720GHKOC,1
2020-01-10,heupt@aol.com,10717,0EPAJSQA0YWU,2
2020-01-10,zad@gmail.com,35768,NL2LX87NVLOR,2
2020-01-10,cly@gmail.com,12574,VQECIYIN9032,2
2020-01-11,via@msn.com,92061,1SR2WG9K9BPY,1
2020-01-11,ruf@hotmail.com,67428,UKHSUOPNA6XE,1
2020-01-11,ruf@hotmail.com,67428,FDU4NOP7IPID,2
2020-01-11,smoe@hotmail.com,64531,N0JHRWQ8HRJX,4
2020-01-11,smoe@hotmail.com,64531,YPP4NPIAJUR5,1
2020-01-11,raa@yahoo.com,06608,JXSQN36K1AJP,3
2020-01-11,raa@yahoo.com,06608,RXOYV5AUYNTO,2
2020-01-11,rau@gmail.com,23440,5OTU293KCVXV,5
2020-01-11,rau@gmail.com,23440,7QMCMCDITAME,3
2020-01-11,nup@gmail.com,23927,F7JFU9OWO3ED,2
2020-01-11,nup@gmail.com,23927,V0Y2HWBO9PNX,2
2020-01-11,cloo@gmail.com,71980,EL5O6F4PEEI5,1
2020-01-11,cloo@gmail.com,71980,PGE35MVL52EL,1
2020-01-11,zi@gmail.com,55819,CZNAIWQZBN72,2
2020-01-11,zi@gmail.com,55819,H4JSP77LSMOE,1
2020-01-11,zi@gmail.com,55819,N4QO8Q140C60,2
2020-01-11,zi@gmail.com,55819,96W2BGD86S2Z,1
2020-01-11,friet@gmail.com,64341,Q332GPBG33LM,1
2020-01-11,bean@gmail.com,92338,B4N4W10EG4TT,2
2020-01-11,suict@mail.com,82570,JBJQSRT4ZO0L,1
2020-01-11,suict@mail.com,82570,NYJCBU1BXWNM,1
2020-01-11,suict@mail.com,82570,ZP1RYXXKKWLT,2
2020-01-11,suict@mail.com,82570,I8GLIFKZ3VD8,1
2020-01-11,juok@aol.com,80520,1ZUH0XC0B6CH,2
2020-01-11,juok@aol.com,80520,758AC736DW6D,2
2020-01-11,stou@gmail.com,55200,26B5E8CEA1ZL,1
2020-01-11,stou@gmail.com,55200,G196M9MOCPR9,1
2020-01-11,stou@gmail.com,55200,VA2JRU8F6V24,4
2020-01-11,stou@gmail.com,55200,88WRQHOPWTXY,4
2020-01-11,stou@gmail.com,55200,2PQDUPYBKUW1,4
2020-01-11,stou@gmail.com,55200,NUBZHCW3H4NX,2
2020-01-11,meost@hotmail.com,23440,STYCSNQ24XOF,3
2020-01-11,meost@hotmail.com,23440,FGFV5FIFUV7H,1
2020-01-11,meost@hotmail.com,23440,OS6629XL0FKX,1
2020-01-11,meost@hotmail.com,23440,L9KRDZMMFSLJ,1
2020-01-11,meost@hotmail.com,23440,7IMYX4E6B6G4,5
2020-01-12,gryss@hotmail.com,66729,3SI389AM9Q3O,1
2020-01-12,fiah@yahoo.com,62680,NTRN9ZODA8U7,1
2020-01-12,dre@msn.com,92061,7XQY8IGKNWGU,1
2020-01-12,dre@msn.com,92061,1E9R5KABFAOT,1
2020-01-12,dre@msn.com,92061,5OK7FJGI9KN0,1
2020-01-12,dre@msn.com,92061,5EE6K4Z4HSYI,4
2020-01-12,viun@gmail.com,89337,T8T03P5F3I8C,1
2020-01-12,viun@gmail.com,89337,ZXBIJWYA3AGP,1
2020-01-12,viun@gmail.com,89337,KZE3ZY99S2G7,1
2020-01-12,cluft@hotmail.com,40852,TXPQD74FG8LK,3
2020-01-12,yoft@icloud.com,64863,TQA96LWVXJO4,1
2020-01-12,yoft@icloud.com,64863,RJXQ6K947HNA,1
2020-01-12,bro@gmail.com,62680,LIQN6HV776SB,1
2020-01-12,bro@gmail.com,62680,WVZHGDXNK9JX,1
2020-01-12,bro@gmail.com,62680,7CRR67I4VH6E,1
